Time,Sell Price
2020-05-31 03:58:06.212034,9551.83
2020-05-31 03:58:07.251665,9551.75
2020-05-31 03:58:08.302399,9551.75
2020-05-31 03:58:09.390588,9553.49
2020-05-31 03:58:10.410434,9552.97
2020-05-31 03:58:11.508170,9552.74
2020-05-31 03:58:12.651173,9552.05
2020-05-31 03:58:13.734144,9552.66
2020-05-31 03:58:14.796143,9552.57
2020-05-31 03:58:15.882706,9552.23
2020-05-31 03:58:16.943048,9550.03
2020-05-31 03:58:18.022729,9550.1
2020-05-31 03:58:19.133369,9550.09
2020-05-31 03:58:20.319947,9551.33
2020-05-31 03:58:21.339829,9551.73
2020-05-31 03:58:22.403160,9551.66
2020-05-31 03:58:23.512007,9551.46
2020-05-31 03:58:24.661885,9551.43
2020-05-31 03:58:25.751852,9551.26
2020-05-31 03:58:26.785204,9551.0
2020-05-31 03:58:27.836588,9551.28
2020-05-31 03:58:28.888919,9551.36
2020-05-31 03:58:30.010032,9551.19
2020-05-31 03:58:31.091548,9551.27
2020-05-31 03:58:32.171607,9552.33
2020-05-31 03:58:33.218634,9551.81
2020-05-31 03:58:34.356458,9552.1
2020-05-31 03:58:35.467548,9552.23
2020-05-31 03:58:36.547897,9547.45
2020-05-31 03:58:37.612878,9554.09
2020-05-31 03:58:38.832470,9555.34
2020-05-31 03:58:39.958272,9554.26
2020-05-31 03:58:41.028476,9553.14
2020-05-31 03:58:42.070542,9552.9
2020-05-31 03:58:43.107861,9552.91
2020-05-31 03:58:44.233509,9552.6
2020-05-31 03:58:45.319132,9552.52
2020-05-31 03:58:46.355382,9552.93
2020-05-31 03:58:47.395651,9553.1
2020-05-31 03:58:48.426715,9552.92
2020-05-31 03:58:49.482257,9552.81
2020-05-31 03:58:50.621280,9552.76
2020-05-31 03:58:51.715792,9552.96
2020-05-31 03:58:52.800397,9551.35
2020-05-31 03:58:53.939790,9552.79
2020-05-31 03:58:55.090817,9552.27
2020-05-31 03:58:56.164371,9553.01
2020-05-31 03:58:57.232612,9551.35
2020-05-31 03:58:58.337343,9551.35
2020-05-31 03:58:59.436558,9553.32
2020-05-31 03:59:00.560378,9553.35
2020-05-31 03:59:01.645409,9551.35
2020-05-31 03:59:02.748115,9554.13
2020-05-31 03:59:03.812429,9555.44
2020-05-31 03:59:04.905795,9556.3
2020-05-31 03:59:06.013824,9556.31
2020-05-31 03:59:07.087185,9555.93
2020-05-31 03:59:08.147419,9556.05
2020-05-31 03:59:09.219869,9556.17
2020-05-31 03:59:10.397656,9556.29
2020-05-31 03:59:11.472133,9556.41
2020-05-31 03:59:12.559828,9556.47
2020-05-31 03:59:13.612524,9556.58
2020-05-31 03:59:14.707596,9556.7
2020-05-31 03:59:15.833189,9556.75
2020-05-31 03:59:16.919992,9556.59
2020-05-31 03:59:17.956742,9556.59
2020-05-31 03:59:19.006718,9556.61
2020-05-31 03:59:20.077728,9556.66
2020-05-31 03:59:21.213234,9556.66
2020-05-31 03:59:22.270338,9556.66
2020-05-31 03:59:23.304538,9556.65
2020-05-31 03:59:24.442093,9556.63
2020-05-31 03:59:25.555038,9556.6
2020-05-31 03:59:26.635257,9556.61
2020-05-31 03:59:27.727869,9556.21
2020-05-31 03:59:28.803290,9556.19
2020-05-31 03:59:29.986614,9556.7
2020-05-31 03:59:31.073303,9556.7
2020-05-31 03:59:32.087958,9556.7
2020-05-31 03:59:33.106488,9556.7
2020-05-31 03:59:34.133630,9556.7
2020-05-31 03:59:35.163557,9556.7
2020-05-31 03:59:36.388156,9556.86
2020-05-31 03:59:37.507057,9555.25
2020-05-31 03:59:38.629114,9557.19
2020-05-31 03:59:39.659450,9557.19
2020-05-31 03:59:40.730872,9557.19
2020-05-31 03:59:41.839557,9555.25
2020-05-31 03:59:42.991882,9541.11
2020-05-31 03:59:44.075351,9543.14
2020-05-31 03:59:45.182500,9557.12
2020-05-31 03:59:46.295561,9557.36
2020-05-31 03:59:47.349879,9557.57
2020-05-31 03:59:48.385562,9558.34
2020-05-31 03:59:49.493402,9556.93
2020-05-31 03:59:50.543476,9556.86
2020-05-31 03:59:51.647619,9557.08
2020-05-31 03:59:52.698178,9556.66
2020-05-31 03:59:53.767895,9556.53
2020-05-31 03:59:54.809657,9556.59
2020-05-31 03:59:55.883034,9557.04
2020-05-31 03:59:56.954088,9556.87
2020-05-31 03:59:58.045850,9557.01
2020-05-31 03:59:59.166556,9556.14
2020-05-31 04:00:00.289906,9556.13
2020-05-31 04:00:01.406732,9556.13
2020-05-31 04:00:02.550761,9556.13
2020-05-31 04:00:03.557020,9556.13
2020-05-31 04:00:04.558906,9556.13
2020-05-31 04:00:05.646366,9556.13
2020-05-31 04:00:06.700035,9556.13
2020-05-31 04:00:07.737653,9556.13
2020-05-31 04:00:08.751170,9556.13
2020-05-31 04:00:09.793300,9556.13
2020-05-31 04:00:10.864470,9556.13
2020-05-31 04:00:11.931602,9556.13
2020-05-31 04:00:12.996692,9555.58
2020-05-31 04:00:14.005087,9555.58
2020-05-31 04:00:15.021862,9555.58
2020-05-31 04:00:16.133610,9555.69
2020-05-31 04:00:17.253797,9555.58
2020-05-31 04:00:18.378599,9555.42
2020-05-31 04:00:19.487244,9553.58
2020-05-31 04:00:20.606868,9549.32
2020-05-31 04:00:21.726331,9549.08
2020-05-31 04:00:22.779876,9549.09
2020-05-31 04:00:23.865508,9549.52
2020-05-31 04:00:24.918903,9553.89
2020-05-31 04:00:26.056678,9553.89
2020-05-31 04:00:27.225503,9552.8
2020-05-31 04:00:28.297821,9552.85
2020-05-31 04:00:29.351298,9552.84
2020-05-31 04:00:30.405036,9552.75
2020-05-31 04:00:31.472023,9553.16
2020-05-31 04:00:32.588460,9553.4
2020-05-31 04:00:33.644760,9553.53
2020-05-31 04:00:34.710883,9554.46
2020-05-31 04:00:35.726720,9554.47
2020-05-31 04:00:36.870269,9554.46
2020-05-31 04:00:37.983158,9552.44
2020-05-31 04:00:39.058340,9552.79
2020-05-31 04:00:40.089473,9552.63
2020-05-31 04:00:41.215256,9552.31
2020-05-31 04:00:42.329572,9551.77
2020-05-31 04:00:43.449018,9551.67
2020-05-31 04:00:44.533938,9553.27
2020-05-31 04:00:45.673769,9553.2
2020-05-31 04:00:46.754168,9553.04
2020-05-31 04:00:47.847222,9553.16
2020-05-31 04:00:48.915422,9553.47
2020-05-31 04:00:49.969362,9553.22
2020-05-31 04:00:51.022291,9552.35
2020-05-31 04:00:52.075845,9552.35
2020-05-31 04:00:53.179242,9552.47
2020-05-31 04:00:54.247988,9553.03
2020-05-31 04:00:55.321514,9553.34
2020-05-31 04:00:56.452219,9552.16
2020-05-31 04:00:57.553806,9551.64
2020-05-31 04:00:58.661667,9553.18
2020-05-31 04:00:59.761957,9552.89
2020-05-31 04:01:00.845825,9553.09
2020-05-31 04:01:01.952438,9554.0
2020-05-31 04:01:03.071722,9553.02
2020-05-31 04:01:04.127008,9552.63
2020-05-31 04:01:05.170289,9550.49
2020-05-31 04:01:06.240048,9549.96
2020-05-31 04:01:07.315081,9549.4
2020-05-31 04:01:08.402747,9550.11
2020-05-31 04:01:09.466858,9550.31
2020-05-31 04:01:10.507967,9550.24
2020-05-31 04:01:11.575639,9549.76
2020-05-31 04:01:12.725554,9550.0
2020-05-31 04:01:13.797486,9549.98
2020-05-31 04:01:14.851474,9549.42
2020-05-31 04:01:15.853948,9549.42
2020-05-31 04:01:16.973566,9549.55
2020-05-31 04:01:18.074046,9550.16
2020-05-31 04:01:19.229094,9549.94
2020-05-31 04:01:20.334585,9550.1
2020-05-31 04:01:21.370584,9550.18
2020-05-31 04:01:22.439793,9549.16
2020-05-31 04:01:23.626755,9549.89
2020-05-31 04:01:24.782318,9549.05
2020-05-31 04:01:25.833135,9548.91
2020-05-31 04:01:26.867571,9548.91
2020-05-31 04:01:27.933263,9548.91
2020-05-31 04:01:28.988496,9548.91
2020-05-31 04:01:30.072958,9548.91
2020-05-31 04:01:31.138918,9550.3
2020-05-31 04:01:32.246554,9550.35
2020-05-31 04:01:33.353123,9550.39
2020-05-31 04:01:34.454950,9550.42
2020-05-31 04:01:35.521084,9550.85
2020-05-31 04:01:36.575367,9550.62
